PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,painting_id,artist
-0.03741178,-0.17667529,-0.22758406,0.33972037,0.25660434,-0.14699064,-0.4718097,0.28763705,-0.56938344,-0.24397224,courbet_24,gustave-courbet
-0.14449021,-0.1423776,-0.3366077,0.15735063,0.031930745,-0.08699783,-0.37777853,0.2102506,0.25476253,-0.27329907,courbet_25,gustave-courbet
0.044557493,-0.03828754,-0.041605316,0.0992008,0.28173235,0.09958481,-0.4679669,0.07769949,-0.27095705,-0.25656122,courbet_26,gustave-courbet
-0.20170999,-0.4493595,-0.0063380077,0.2918527,0.2841762,-0.29589257,-0.9322015,0.49227044,-0.15673736,-0.4210945,courbet_27,gustave-courbet
0.065334186,-0.052591864,0.26678792,-0.1421359,-0.010693006,0.03037382,-0.07403275,-0.046419565,-0.31782573,0.15156351,courbet_28,gustave-courbet
-0.31979686,-0.36516348,0.11248683,0.30408746,-0.21300475,-0.10436066,-0.7069829,0.2581198,0.3628794,-0.13556676,courbet_29,gustave-courbet
-0.13788691,-0.1833421,-0.29599425,0.43705004,0.23796663,-0.065117866,-0.47694606,0.18487556,-0.152331,-0.5644094,courbet_3,gustave-courbet
-0.040330403,-0.13333456,-0.9322163,0.41616508,-0.13043016,-0.06875641,-0.60919684,0.27006975,0.5426845,-0.5644234,courbet_30,gustave-courbet
-0.17845729,-0.3156668,-0.25132912,0.16815995,0.21013549,-0.1350401,-0.5153428,0.13941266,0.50382197,-0.38004357,courbet_31,gustave-courbet
-0.06952799,0.09353632,0.014439441,0.25075197,-0.14026403,0.12481243,-0.34127408,0.07882782,-0.14578524,-0.026219789,courbet_32,gustave-courbet
-0.16259211,0.268292,0.059602946,0.04799396,0.0061745644,0.2624171,-0.018117227,-0.08582251,-0.21176869,0.1695058,courbet_33,gustave-courbet
0.26110986,0.01617994,-0.34610003,0.30522555,-0.12420617,-0.2407875,-0.4970249,-0.08471385,0.5356939,-0.08345409,courbet_34,gustave-courbet
0.12160012,0.071854495,-0.048692785,0.100805834,0.16696337,-0.03042531,-0.33966202,0.045454636,-0.28868818,-0.17618036,courbet_35,gustave-courbet
-0.30011013,-0.30306616,-0.0090270415,0.19654652,0.0060560554,-0.27439365,-0.45425808,0.27434465,-0.005119182,-0.10789737,courbet_36,gustave-courbet
-0.27719358,-0.58032143,-0.31336248,0.4382908,0.17192999,0.047851555,-0.15606646,0.34439123,0.7788705,-0.34676477,courbet_37,gustave-courbet
0.13402453,-0.19106264,-0.35033938,0.2318683,-0.056699105,-0.20693538,-0.38610315,0.028308045,0.17828856,-0.3656999,courbet_38,gustave-courbet
-0.12866941,-0.490484,-0.25781068,0.4649954,-0.011438541,-0.38290036,-0.68609655,0.21383183,0.07763855,-0.32940254,courbet_39,gustave-courbet
-0.5389919,-0.4747316,-0.3188076,0.5331446,0.1999594,-0.1092443,-0.13678989,0.32265502,0.4563055,-0.4582371,courbet_4,gustave-courbet
-0.4327916,-0.66350454,0.0057020932,0.3587607,0.17469785,-0.001880765,-0.1564635,0.47655255,0.25744733,-0.38921368,courbet_40,gustave-courbet
0.014146283,-0.27841696,-0.23124576,0.19312166,0.1541454,0.0593139,-0.48396093,0.31425202,-0.19953266,-0.32551724,courbet_41,gustave-courbet
0.046515483,-0.2606451,-0.026806265,0.26587406,0.26655978,-0.20207316,-0.37417024,0.10423143,-0.35737938,-0.3417849,courbet_42,gustave-courbet
-0.4130442,-0.535178,0.06374797,0.2645498,0.30713275,0.2394911,0.09054639,0.62193435,0.2770272,-0.1912305,courbet_5,gustave-courbet
-0.14408952,-0.28514504,-0.2698992,0.34668815,0.10153282,-0.0068063624,-0.66037285,0.38651425,0.07176334,-0.3925894,courbet_6,gustave-courbet
-0.08273474,-0.3208821,-0.12909415,0.27155077,0.5718436,0.1344296,-0.3644669,0.34005404,-0.04688375,-0.45672315,courbet_7,gustave-courbet
0.06550245,-0.4549038,-0.13112438,0.2548657,0.30414173,-0.1618661,-0.38022816,0.25921893,-0.39658728,-0.38100454,courbet_8,gustave-courbet
0.14765278,-0.39075643,-0.23173735,0.24239543,-0.015578076,0.05295498,-0.5340391,0.34422854,-0.21703196,-0.16733319,courbet_9,gustave-courbet
2.7643774,5.8023334,4.016807,-2.6708202,-4.8898926,5.803701,4.9132295,-1.3955026,0.6234501,7.747187,coxcie_1,michiel-coxcie
2.8118026,6.0610185,4.2275705,-3.0547998,-4.8414817,5.978989,4.6055737,-1.5961701,0.27091563,7.7741246,coxcie_2,michiel-coxcie
2.694071,6.14868,4.152985,-2.7920063,-5.1483116,5.912583,5.1331253,-1.3554169,0.62406975,7.9798,coxcie_3,michiel-coxcie
2.8958068,6.216875,4.1356616,-2.9101665,-5.0084543,5.9980326,4.9879255,-1.6608942,0.39392784,7.7857294,coxcie_4,michiel-coxcie
2.6111023,5.9377337,3.9611614,-3.0242517,-4.688024,5.7682548,5.0717278,-1.5117897,0.3421465,7.6774993,coxcie_5,michiel-coxcie
3.1521537,5.999592,3.8685827,-2.8528173,-4.90848,5.899193,4.9435363,-1.6059228,0.6570474,7.84947,coxcie_6,michiel-coxcie
3.0919764,5.8864107,3.9429264,-2.6969538,-5.02442,5.9898863,4.798188,-1.4817417,0.6358336,7.8816323,coxcie_7,michiel-coxcie
2.815045,5.650112,4.057209,-2.5956073,-5.041378,5.9303975,4.9512014,-1.2512461,0.7040683,7.989769,coxcie_8,michiel-coxcie
3.1339824,5.893567,3.941931,-2.8571005,-4.8471518,5.906799,4.764581,-1.6070288,0.5834653,7.794565,coxcie_9,michiel-coxcie
1.4123051,3.1103961,2.373251,-1.3718829,-2.8554413,3.078006,2.6503754,-0.7221115,0.6900112,4.3005705,coypel_1,antoine-coypel
1.5590413,3.0389664,2.2802563,-1.6505837,-2.5480378,2.8684738,2.506696,-0.7210137,0.16208255,3.949695,coypel_10,antoine-coypel
1.5938325,3.2609656,2.1798925,-1.2683268,-2.983288,3.4091725,2.9659197,-0.4041673,0.61342937,4.5785284,coypel_11,antoine-coypel
1.7669339,3.1890845,2.4029071,-1.4061108,-2.9557269,3.3454938,2.5853856,-0.80017406,0.5742871,4.388892,coypel_12,antoine-coypel
1.4095227,3.1154594,2.7544887,-1.5213101,-2.8659286,3.1506374,2.5094123,-0.7127865,0.33267665,4.581258,coypel_13,antoine-coypel
1.488912,2.8677382,2.3537836,-1.2903631,-2.6218653,2.9519799,2.2984684,-0.59185016,0.508134,3.931208,coypel_14,antoine-coypel
1.7223779,3.300497,2.44299,-1.4809144,-2.9872694,3.4178424,2.8332167,-0.76895356,0.57178897,4.54363,coypel_2,antoine-coypel
1.8273575,3.1947644,2.235547,-1.4501405,-2.8033273,3.3073394,2.3770144,-0.7954136,0.35680324,4.270166,coypel_3,antoine-coypel
1.7187748,3.4882872,2.040316,-1.3750064,-2.928433,3.2267945,2.745686,-0.9279171,0.41449723,4.3486676,coypel_4,antoine-coypel
1.6866707,3.1579647,2.4474876,-1.5340669,-2.624389,3.257629,2.549222,-0.6425439,0.3161182,4.2727675,coypel_5,antoine-coypel
1.5657319,3.3100712,2.2141502,-1.5227611,-2.723599,3.2441669,2.8681962,-0.45630658,0.25500366,4.3215327,coypel_6,antoine-coypel
1.7427313,2.7872715,1.9845954,-1.279249,-2.4991195,3.4749537,2.9310653,-0.45007652,0.56944853,3.9108877,coypel_7,antoine-coypel
1.7686335,3.1701496,2.5942297,-1.4438109,-2.8745794,3.3424282,2.7076602,-0.75354075,0.63849884,4.514612,coypel_8,antoine-coypel
1.5826585,3.3377278,2.464736,-1.5256798,-2.844876,3.3450603,2.7446828,-0.7242681,0.28178924,4.4150767,coypel_9,antoine-coypel
2.8179567,6.4336295,4.4957347,-2.895534,-5.5391994,6.2254257,5.326315,-1.3887964,0.73544866,8.546172,cranach_1,lucas-cranach-dit-l-ancien
2.7167966,6.4430346,4.339614,-2.9865015,-5.3300405,6.022265,5.355967,-1.450966,0.69713634,8.464208,cranach_10,lucas-cranach-dit-l-ancien
3.0968542,6.390926,4.109876,-2.7242472,-5.478685,6.1836495,5.2631836,-1.553444,0.66155845,8.338394,cranach_11,lucas-cranach-dit-l-ancien
3.381923,6.4457064,3.9977434,-2.8260283,-5.446849,6.4759336,5.509532,-1.4246609,0.451737,8.352905,cranach_12,lucas-cranach-dit-l-ancien
3.168409,6.842836,4.143986,-3.018642,-5.4815207,6.339591,5.647914,-1.7137698,0.19162488,8.443397,cranach_13,lucas-cranach-dit-l-ancien
2.8750725,6.2272587,4.4580784,-2.8513825,-5.2027364,6.1585584,5.236564,-1.2904929,0.5193662,8.543547,cranach_14,lucas-cranach-dit-l-ancien
3.2766297,6.3893733,3.925642,-2.7888377,-5.4247284,6.4455285,5.5408626,-1.3344786,0.6694206,8.386523,cranach_15,lucas-cranach-dit-l-ancien
3.2722528,6.291819,4.333231,-2.827009,-5.4487414,6.402691,5.309542,-1.4750051,0.60924906,8.56733,cranach_16,lucas-cranach-dit-l-ancien
3.2636871,6.664141,4.2151527,-2.9931097,-5.4317694,6.538182,5.5251365,-1.4566671,0.3405444,8.455882,cranach_17,lucas-cranach-dit-l-ancien
3.253515,6.5029325,4.0723195,-2.9677973,-5.388898,6.53441,5.409171,-1.5017521,0.5669847,8.55268,cranach_2,lucas-cranach-dit-l-ancien
3.0698164,6.490924,4.1360707,-2.7466931,-5.5832596,6.383494,5.6453767,-1.2144716,0.5048165,8.372115,cranach_3,lucas-cranach-dit-l-ancien
3.2272878,6.0540433,4.293491,-3.1080148,-4.980519,6.238672,4.957749,-1.5741633,0.13508408,8.153831,cranach_4,lucas-cranach-dit-l-ancien
3.4884279,6.761321,3.680574,-3.0177262,-5.2488785,6.478897,5.60756,-1.7645792,0.3678732,8.144248,cranach_5,lucas-cranach-dit-l-ancien
3.3466494,6.4235497,3.9820697,-2.9052901,-5.3067183,6.406502,5.3813705,-1.3702633,0.06256783,8.159421,cranach_6,lucas-cranach-dit-l-ancien
3.4538465,6.462859,3.9389381,-2.8941789,-5.4056125,6.3069334,5.5141335,-1.7205092,0.6060345,8.243007,cranach_7,lucas-cranach-dit-l-ancien
3.7698112,6.3341,4.0109935,-2.9289184,-5.271685,6.6649284,5.433485,-1.7777427,0.74315655,8.320994,cranach_8,lucas-cranach-dit-l-ancien
3.3264527,6.3544416,4.1103277,-2.8807027,-5.3448,6.2251024,5.4799976,-1.6400429,0.68382925,8.171162,cranach_9,lucas-cranach-dit-l-ancien
-1.1636935,-1.7876706,-1.7581717,1.6284542,0.48916265,-1.9472095,-2.027231,0.9442714,0.57069534,-2.3591297,crepin_1,fleury-joseph-crepin
-1.0563833,-1.4748238,-2.0668955,1.6842992,0.37857413,-1.7122302,-1.8665476,1.2303766,0.8703859,-2.4543371,crepin_10,fleury-joseph-crepin
-1.2281103,-1.6882224,-1.4454967,1.5359306,0.5731667,-1.8528003,-2.1909595,0.84481716,0.5180279,-2.3377352,crepin_11,fleury-joseph-crepin
-1.0861247,-1.9756368,-1.8356191,1.6180189,0.33374107,-1.9093245,-1.9096228,1.0302026,0.82528764,-2.4118142,crepin_12,fleury-joseph-crepin
-0.87513936,-1.7237946,-2.4485958,2.0426552,0.5505494,-2.0072398,-2.0231376,0.9505618,0.28173178,-2.938158,crepin_13,fleury-joseph-crepin
-1.1877267,-1.4871278,-1.6892502,1.6734529,0.11527042,-1.6623192,-1.7730083,1.1340641,0.93193084,-2.0304754,crepin_14,fleury-joseph-crepin
-0.94756293,-1.3806188,-2.3382826,1.7161214,0.516508,-1.8276505,-1.8722683,1.1138556,0.71535945,-2.6851819,crepin_15,fleury-joseph-crepin
-1.1399469,-1.8188766,-2.0118608,1.8357637,0.19048825,-1.9729418,-1.8207687,1.0341612,1.087223,-2.277142,crepin_16,fleury-joseph-crepin
-1.1772069,-2.080821,-1.2244495,1.4709044,0.28509018,-1.9145603,-2.0712676,0.9090329,0.76462686,-1.9189548,crepin_17,fleury-joseph-crepin
-1.1712193,-1.4091475,-1.9539512,1.8175089,0.015862994,-1.8173854,-1.6545724,0.96520376,0.84875166,-2.0459049,crepin_18,fleury-joseph-crepin
-0.95162714,-1.8143059,-1.8598583,1.6055422,0.47214887,-1.9629647,-1.9566383,0.9160586,0.80426836,-2.290287,crepin_19,fleury-joseph-crepin
-0.86691374,-1.2819766,-2.087143,1.4583547,0.60724056,-1.7166806,-2.060559,0.63699025,0.69494116,-2.5798583,crepin_2,fleury-joseph-crepin
-0.79563266,-1.192619,-2.7389576,1.742214,0.79293454,-1.821978,-1.5369132,0.8065669,0.6905202,-3.0035093,crepin_3,fleury-joseph-crepin
-0.7900152,-1.3237412,-2.3372738,1.6656272,0.3941155,-1.5631546,-1.741408,1.0655166,0.8814005,-2.4154088,crepin_4,fleury-joseph-crepin
-1.0497335,-1.9227101,-1.8284392,1.7425566,0.5406693,-1.9542313,-2.351146,1.0574504,0.30763653,-2.421857,crepin_5,fleury-joseph-crepin
-0.83549,-1.0822355,-2.3475785,1.8978612,0.12911247,-1.6772907,-1.7286826,0.84443736,0.48373222,-2.3972635,crepin_6,fleury-joseph-crepin
-0.87796724,-1.4418898,-2.3104672,1.7769773,0.36003843,-1.8022556,-1.8259841,1.2154162,0.6180146,-2.4987023,crepin_7,fleury-joseph-crepin
-1.2240362,-1.8422998,-1.7253959,1.7282813,1.0962386,-2.0170105,-2.0581734,0.87411845,0.21289334,-2.7421534,crepin_8,fleury-joseph-crepin
-0.7595931,-0.9325315,-2.0749378,1.551029,0.18102047,-1.583689,-1.7531909,0.6306289,0.66526353,-2.2421422,crepin_9,fleury-joseph-crepin
-0.59622985,-0.41781422,-1.8385519,1.1512759,0.88313615,-1.1328542,-1.1712188,0.32204813,0.060188238,-2.2108815,cross_1,henri-edmond-cross
-0.20734191,-0.55097157,-1.9354283,1.1571517,0.729097,-1.1242512,-0.96637714,0.15422477,0.1989435,-2.1338532,cross_2,henri-edmond-cross
-0.75620395,-0.9944239,-1.1542356,1.1190448,0.28770876,-0.9752008,-1.1778864,0.67234385,0.22886023,-1.5180135,cross_3,henri-edmond-cross
-0.8068703,-1.1838125,-1.6087825,1.2201033,0.29903293,-1.4990759,-1.3671695,0.6083244,1.0247521,-1.7462445,cross_4,henri-edmond-cross
-0.65161604,-0.9042968,-1.5941976,1.0884068,0.52628434,-1.2356062,-1.3074337,0.6387162,0.14770482,-1.9651873,cross_5,henri-edmond-cross
-0.9451351,-1.0746567,-1.1831897,1.0218385,0.6211946,-1.3827573,-1.5714903,0.50028527,0.25053877,-1.9894009,cross_6,henri-edmond-cross
-0.95483506,-0.6990612,-1.4185368,1.1593723,1.0305407,-1.0980054,-1.5214711,0.34138477,-0.14817445,-2.2063644,cross_7,henri-edmond-cross
-0.81702477,-1.0815235,-0.90204704,0.9438545,1.1560708,-0.795159,-1.3377064,0.5832155,-0.19488995,-1.7994745,cross_8,henri-edmond-cross
-0.49407744,-0.6140205,-1.4668733,1.0151627,0.8385936,-1.0650237,-1.1457446,0.28991464,-0.2267817,-1.8656286,cross_9,henri-edmond-cross
3.016134,6.53552,4.324241,-2.8380923,-5.528209,6.321482,5.4499555,-1.615407,0.6766313,8.636303,da-vinci_1,leonardo-da-vinci
3.5736783,6.522895,4.1534934,-2.75906,-5.689172,6.5385857,5.5145593,-1.8638523,0.83105946,8.61407,da-vinci_10,leonardo-da-vinci
2.717738,6.5742292,4.569187,-3.1450179,-5.627297,6.1297855,5.4306154,-1.8769433,0.9747895,9.141241,da-vinci_11,leonardo-da-vinci
3.1568234,6.448639,4.271217,-2.9134595,-5.3479414,6.2044554,5.4344025,-1.6791166,0.9823228,8.507771,da-vinci_12,leonardo-da-vinci
2.7559433,6.954374,4.657948,-3.0344174,-5.9978447,6.500397,5.79688,-1.8000641,0.8726963,9.286455,da-vinci_13,leonardo-da-vinci
3.1912236,6.668305,4.3406243,-2.847248,-5.808067,6.5546217,5.5819287,-1.5491316,0.94795525,8.792515,da-vinci_14,leonardo-da-vinci
3.2427404,6.3252416,4.559602,-3.087504,-5.3111806,6.4636645,5.5550413,-1.4851978,0.5897875,8.714957,da-vinci_15,leonardo-da-vinci
3.4982464,6.4621034,3.7285793,-2.505365,-5.6046405,6.6407013,5.8418937,-1.3459165,0.7456731,8.580761,da-vinci_16,leonardo-da-vinci
3.2963448,6.404512,4.2358317,-2.9747636,-5.3968887,6.466636,5.3723273,-1.6740608,0.39078972,8.455683,da-vinci_17,leonardo-da-vinci
3.2515075,6.7291384,4.1560373,-2.8502042,-5.5784125,6.5135326,5.6994925,-1.479661,0.25281033,8.476398,da-vinci_18,leonardo-da-vinci
3.3197794,6.407147,4.2742786,-3.0613325,-5.059839,6.163648,5.5091057,-2.2338152,0.78585076,8.496603,da-vinci_19,leonardo-da-vinci
3.5015593,6.987623,4.749012,-3.1991465,-5.7104545,6.9121537,5.7009764,-1.6109097,0.7503226,9.198825,da-vinci_2,leonardo-da-vinci
3.6921349,6.4445176,4.2832813,-3.1216414,-5.241667,6.538767,5.5353622,-2.1779783,0.71508807,8.793675,da-vinci_20,leonardo-da-vinci
3.3142295,6.7174683,4.619314,-3.1338844,-5.5841885,6.829064,5.82463,-1.5953915,0.7258713,9.1503,da-vinci_21,leonardo-da-vinci
3.0192466,6.634246,4.6828537,-2.9859583,-5.5817623,6.645212,5.7566347,-1.4528667,0.8091766,8.8845825,da-vinci_22,leonardo-da-vinci
2.8403847,6.452846,4.4343033,-2.9937432,-5.492907,6.238952,5.6502643,-1.3430183,0.5717562,8.789708,da-vinci_23,leonardo-da-vinci
3.1026597,6.6276197,4.487785,-2.8538764,-5.655251,6.690407,5.823158,-1.2805705,0.9468025,8.952714,da-vinci_24,leonardo-da-vinci
3.030366,6.7620845,4.7067275,-3.0014608,-5.627009,6.746656,5.8786044,-1.3589088,1.0032234,9.037011,da-vinci_25,leonardo-da-vinci
3.6005514,6.8518276,4.45207,-3.32779,-5.3091626,6.8784933,5.72188,-1.9695911,0.5908747,8.888382,da-vinci_26,leonardo-da-vinci
3.5608647,6.2274876,4.0908303,-3.1161141,-4.864878,6.3238206,5.410013,-2.1781251,0.56930393,8.221042,da-vinci_27,leonardo-da-vinci
3.7763457,6.972337,4.370496,-3.3617527,-5.372237,6.853681,5.5708556,-2.0830946,0.053563077,8.679647,da-vinci_28,leonardo-da-vinci
3.7797403,6.5739636,4.2707,-3.2338712,-5.2458878,6.6833673,5.5847135,-1.9796553,0.7490464,8.759847,da-vinci_29,leonardo-da-vinci
3.0405102,6.8387794,4.539608,-2.956802,-5.836681,6.5588636,5.691008,-1.515798,0.9378729,8.947032,da-vinci_3,leonardo-da-vinci
3.1155994,6.9977207,4.1964445,-2.867509,-5.8030624,6.5433083,5.878528,-1.6846957,0.5306325,8.543951,da-vinci_30,leonardo-da-vinci
3.1365736,6.7888455,4.574233,-3.0504954,-5.5166593,6.694993,5.8453107,-1.574733,0.74323887,8.855188,da-vinci_31,leonardo-da-vinci
3.4102216,6.747229,4.653706,-3.4986844,-5.274144,6.6443973,5.489311,-1.9097118,-0.0059078857,8.935617,da-vinci_32,leonardo-da-vinci
3.142384,6.9760413,4.764003,-3.2842443,-5.644298,6.9022064,5.800309,-1.6760212,0.7940029,9.135911,da-vinci_33,leonardo-da-vinci
3.050825,6.6137443,4.878,-2.82838,-5.836123,6.589457,5.4233527,-1.2778362,0.9437527,9.37031,da-vinci_34,leonardo-da-vinci
3.1308625,6.7643557,4.7635303,-3.1667206,-5.6825013,6.660481,5.6050606,-1.876213,0.60276246,9.024829,da-vinci_35,leonardo-da-vinci
2.8031948,7.317587,5.0238447,-3.453779,-5.438754,6.7767525,5.9168854,-2.5204306,0.7892897,9.255955,da-vinci_36,leonardo-da-vinci
3.1550672,6.8768024,4.4736767,-3.0037782,-5.8085904,6.7113934,5.6943965,-1.7291619,0.7160414,8.92076,da-vinci_37,leonardo-da-vinci
3.1359546,7.0465903,4.451083,-3.345136,-5.5880075,6.669578,5.709515,-1.9404267,0.6392671,9.101602,da-vinci_38,leonardo-da-vinci
3.6240778,6.826211,4.309261,-3.1779027,-5.5874667,6.7003565,5.4695115,-2.0749993,0.30286133,8.8011,da-vinci_39,leonardo-da-vinci
3.064655,6.6827726,4.4968667,-2.8763733,-5.9128327,6.5403404,5.6178803,-1.4685525,0.88602984,8.815005,da-vinci_4,leonardo-da-vinci
2.9970653,6.912395,4.536691,-2.8413484,-5.953241,6.606497,5.79773,-1.3461661,0.9252685,9.046869,da-vinci_40,leonardo-da-vinci
3.4225314,6.5688004,3.9511893,-2.6831548,-5.602661,6.5463667,5.56141,-1.5583256,0.4394706,8.409463,da-vinci_41,leonardo-da-vinci
2.8423443,6.7551894,4.443254,-2.7712412,-5.961859,6.409889,5.6053452,-1.391794,0.9770752,8.859369,da-vinci_42,leonardo-da-vinci
3.0375652,6.5702353,4.0909953,-2.8602617,-5.3809533,6.2766833,5.6518703,-1.5313035,0.7421349,8.659393,da-vinci_43,leonardo-da-vinci
3.071914,6.5148726,4.6572185,-3.1388636,-5.443842,6.593335,5.605304,-1.4292743,0.70109713,8.998889,da-vinci_44,leonardo-da-vinci
3.0085998,6.8225775,4.6468496,-2.9418268,-5.523258,6.2866707,5.5538373,-1.4643592,0.9331659,8.949823,da-vinci_45,leonardo-da-vinci
3.4223409,6.875371,4.963204,-3.13053,-5.854512,6.9906616,5.7665167,-1.5978148,0.8806254,9.490847,da-vinci_46,leonardo-da-vinci
3.3025646,6.930078,5.0463853,-3.253412,-5.6426606,6.833537,5.7430153,-1.6243486,0.5070895,9.288113,da-vinci_47,leonardo-da-vinci
2.9980776,6.5682425,4.0047827,-2.4322789,-6.019105,6.280875,5.5083914,-1.2894378,1.4158695,8.798891,da-vinci_48,leonardo-da-vinci
3.4927392,6.714993,4.339488,-2.850281,-5.9233203,6.8894887,5.527638,-1.4839278,0.7112646,8.86309,da-vinci_49,leonardo-da-vinci
3.26416,6.6421685,4.7117643,-3.1292646,-5.503929,6.5656686,5.695981,-1.427165,0.57772964,9.144856,da-vinci_5,leonardo-da-vinci
3.3644059,6.7182145,4.3486547,-2.9525104,-5.830035,6.8600125,5.519485,-1.4737836,0.7672644,8.99863,da-vinci_50,leonardo-da-vinci
3.1682677,6.5287004,4.537954,-3.114109,-5.4653387,6.5944276,5.7189207,-1.5474759,0.62989557,8.777149,da-vinci_6,leonardo-da-vinci
3.2547216,6.6109066,4.5454082,-3.0905821,-5.5033865,6.710283,5.42848,-1.594247,0.33589625,8.767109,da-vinci_7,leonardo-da-vinci
3.0528326,6.244289,3.9798608,-2.496952,-5.349366,5.987199,5.460863,-1.7155156,0.8147996,8.200807,da-vinci_8,leonardo-da-vinci
3.1639633,6.2573767,4.3899603,-2.9918783,-5.2241745,6.255533,5.154788,-1.7227672,0.6610921,8.485587,da-vinci_9,leonardo-da-vinci
-1.165005,-2.3580763,-1.9373947,1.6359882,1.6209404,-2.3867548,-2.670056,0.9849142,0.35228515,-3.1295993,dali_1,salvador-dali
-1.804758,-2.8168435,-1.3638685,1.671601,1.3278569,-2.596369,-2.9013805,1.0358429,0.35466707,-3.006726,dali_10,salvador-dali
-1.6696159,-2.8821635,-1.6196551,1.5467207,1.5760189,-2.6236103,-2.784418,1.1338744,0.14578913,-3.077684,dali_11,salvador-dali
-1.2947292,-2.2768867,-2.2075486,1.811502,1.5221109,-2.5231678,-2.6205587,0.92847955,-0.23846158,-3.3886688,dali_12,salvador-dali
-1.7276816,-2.6546092,-1.5902689,1.6567178,1.5446588,-2.3566172,-2.6405206,1.0894916,0.3477533,-2.9045103,dali_13,salvador-dali
-1.4257108,-2.736567,-1.6167256,1.8160591,1.2357643,-2.2175574,-2.7917109,1.2043968,0.4949165,-2.7930677,dali_14,salvador-dali
-1.6999795,-2.8681145,-1.7915431,1.927376,1.2437836,-2.3227966,-2.7684085,1.3571959,0.6001051,-3.0400462,dali_15,salvador-dali
-1.8782718,-2.6151736,-1.6819917,1.8624375,1.317708,-2.0933843,-2.411494,1.2522107,0.73727465,-2.9017842,dali_16,salvador-dali
-1.0178643,-2.8527937,-1.287858,1.6173191,1.2222418,-2.1166086,-2.6221764,1.1057152,0.13450913,-2.5149071,dali_17,salvador-dali
-1.7954718,-2.8699164,-1.5136755,1.5847576,1.7120353,-2.490441,-2.9805713,1.1853958,0.2711714,-3.2511969,dali_18,salvador-dali
-1.553572,-2.9236465,-2.1261082,1.978759,1.4903533,-2.6550004,-2.7393723,1.2701104,0.29050297,-3.401232,dali_19,salvador-dali
-1.1506118,-2.9108193,-2.0644493,1.8186169,1.4068925,-2.775622,-3.179898,1.1580654,0.21807435,-3.2632382,dali_2,salvador-dali
-1.7296329,-2.5461688,-2.1924067,1.8685513,1.6955103,-2.5652323,-2.6980805,1.0779119,0.24956894,-3.5720196,dali_20,salvador-dali
-1.5431927,-2.5278542,-1.858528,1.5834241,1.9425445,-2.189437,-2.148128,0.91564775,-0.11659849,-3.2007663,dali_21,salvador-dali
-1.4505823,-2.7001538,-2.100171,1.6571455,2.0037923,-2.675489,-2.517912,0.9738532,0.05569719,-3.4643953,dali_22,salvador-dali
-1.5971198,-2.5208943,-1.4991374,1.7105978,1.2619462,-2.2299201,-2.421427,1.0801344,0.31604236,-2.7857254,dali_23,salvador-dali
-1.5697025,-2.988188,-1.5342203,1.6858237,1.9323988,-2.0189931,-2.5065236,1.212298,0.43600518,-3.0794466,dali_24,salvador-dali
-1.5003277,-2.2900202,-1.8340387,1.5254169,1.6655349,-2.0429077,-2.5896256,0.8416852,0.121363044,-3.1145074,dali_25,salvador-dali
-1.2338986,-2.2626934,-2.4296327,1.9192388,1.5614055,-2.426541,-2.4082303,1.0108434,0.5927262,-3.3291419,dali_26,salvador-dali
-1.5604373,-2.4503965,-1.9556445,1.6162031,2.1469164,-2.3301075,-2.4650621,1.161654,0.08963445,-3.6792207,dali_27,salvador-dali
-1.3659526,-2.045483,-2.3381274,1.7990489,1.7325627,-2.1666806,-2.3729696,0.94512933,0.11902043,-3.4377687,dali_28,salvador-dali
-1.2285945,-2.7037127,-2.8482285,2.02547,1.8609622,-2.8805676,-2.7350585,0.8980216,0.8709779,-3.9283023,dali_29,salvador-dali
-1.5377868,-2.7687204,-1.5484188,1.6649384,2.0859094,-2.008191,-2.4457195,1.3563125,0.5061017,-3.2482939,dali_3,salvador-dali
-0.91497797,-2.0426724,-2.6175907,1.5766189,1.8841339,-2.4411287,-2.2040842,0.5437255,0.7713521,-3.3487768,dali_30,salvador-dali
-1.0453732,-1.9903051,-2.8183246,1.7526009,1.8753253,-2.4893563,-2.2836277,0.7381438,0.9138029,-3.593201,dali_31,salvador-dali
-1.4514772,-2.2425544,-2.115453,1.981673,1.4683753,-2.2998745,-2.4772673,0.9912517,-0.13094734,-3.47385,dali_32,salvador-dali
-1.5793037,-2.3212795,-1.8028013,1.9410942,0.76827455,-2.242423,-2.4506736,1.2754478,0.5566135,-2.8654337,dali_33,salvador-dali
-0.9542475,-2.0267875,-1.8791555,1.5010295,1.3215946,-1.8775715,-2.4195647,1.1166776,0.53200954,-2.6808965,dali_34,salvador-dali
-1.3615931,-2.4366581,-1.7753538,1.5152407,1.6648362,-2.2284532,-2.3588417,1.1936469,0.34922117,-2.832406,dali_35,salvador-dali
-1.2133178,-2.4517,-1.8040432,1.7870536,1.6606009,-2.1693745,-2.4326448,0.95618373,0.20266682,-3.042343,dali_36,salvador-dali
-1.602942,-2.6835024,-1.4063404,1.7968771,1.5434238,-2.1413832,-2.2669652,1.1531689,0.15884756,-2.8453455,dali_37,salvador-dali
-1.5300446,-3.3125641,-2.6262276,2.1041138,1.8783872,-3.0057583,-2.915438,1.2342724,0.58055514,-3.9017668,dali_38,salvador-dali
